DATE;Holiday;Temperature;Solar_Irradiation;Power;DATE_YYYY_MM_DD;DATE_year;DATE_month_year;DATE_week_year;DATE_day_year;DATE_day_month;DATE_day_week;DATE_hour_year;DATE_hour_week;DATE_hour_day;DATE_weekday;slope_Temp;slope_Irrad;intercept;minimum;Power_fitted;Power_residuals;IS_Outlier
2019-06-12 23:00:00+00:00;True;16.34;0.53;1.9;2019-06-12;2019;6;24;163;12;2;3911;71;23;True;-2.3909296793081336;-0.1167660817530478;36.52107595354694;4.004367544309968;4.004367544309968;2.104367544309968;False
2019-06-13 00:00:00+00:00;True;15.81;0.97;0.0;2019-06-13;2019;6;24;164;13;3;3912;72;0;True;-2.446103951224558;-2.1764724984757822e-08;36.43109479597285;0.8011981503536995;0.8011981503536995;0.8011981503536995;False
2019-06-13 01:00:00+00:00;True;15.09;0.97;2.0;2019-06-13;2019;6;24;164;13;3;3913;73;1;True;-2.5777618876711013;-0.0493956967622838;37.42116670382809;1.9620232350095697;1.9620232350095697;-0.037976764990430345;False
2019-06-13 02:00:00+00:00;True;14.41;1.03;0.0;2019-06-13;2019;6;24;164;13;3;3914;74;2;True;-2.295748610956275;-1.2330830697174035e-09;36.6745512786633;0.0949490092640441;3.592813793513299;3.592813793513299;False
2019-06-13 03:00:00+00:00;True;13.97;10.98;7.4;2019-06-13;2019;6;24;164;13;3;3915;75;3;True;-2.516129027043255;-1.2962613744544944;41.85919068796718;7.381557065156449;7.381557065156449;-0.018442934843551306;False
2019-06-13 04:00:00+00:00;True;13.98;47.16;0.1;2019-06-13;2019;6;24;164;13;3;3916;76;4;True;-2.498580321094181;-0.2935390693947308;40.50293427423294;6.298014036093069;6.298014036093069;6.19801403609307;False
2019-06-13 05:00:00+00:00;True;14.25;114.96;1.3;2019-06-13;2019;6;24;164;13;3;3917;77;5;True;-2.3499638464828188;-0.0456367095520679;36.618090503845565;6.227239226058229;6.227239226058229;4.927239226058229;False
2019-06-13 06:00:00+00:00;True;15.56;116.48;0.1;2019-06-13;2019;6;24;164;13;3;3918;78;6;True;-2.361061825141152;-0.0234237627297706;39.29537474418048;7.358729898845909;7.358729898845909;7.2587298988459095;False
2019-06-13 07:00:00+00:00;True;14.69;23.19;1.9;2019-06-13;2019;6;24;164;13;3;3919;79;7;True;-2.5293930550338217;-0.0169932451161907;45.29148038245329;0.0321256698485561;7.740623049761985;5.8406230497619855;False
2019-06-13 08:00:00+00:00;True;14.52;14.36;1.4;2019-06-13;2019;6;24;164;13;3;3920;80;8;True;-3.4004653106615987;-0.0102306115621584;59.81890960944464;0.0764446634089361;10.297241716605633;8.897241716605633;False
2019-06-13 09:00:00+00:00;True;14.7;82.36;1.7;2019-06-13;2019;6;24;164;13;3;3921;81;9;True;-5.752772665578963;-0.0793775789788732;141.3892174369468;5.44322653708702;50.285921848236065;48.58592184823606;True
2019-06-13 10:00:00+00:00;True;15.0;299.43;1.1;2019-06-13;2019;6;24;164;13;3;3922;82;10;True;-5.467445716691958;-0.0327610273204331;122.00462640179484;4.386374997087236;30.183306240858183;29.08330624085818;False
